order_date,ship_date,platform,category,product_name,quantity,campaign,voucher_code,discount_pct,discount_value,shipping_cost,net_sales,payment_method,customer_segment,region,stock_status,order_status,customer_rating,priority_flag,is_high_value,order_priority,valid_transaction
10-13-2024,2024/10/17,TIKTOK SHOP,SPORTS,SKIPPING ROPE,6,NORMAL DAY,NONE,0.0,0,18000,1804926,COD,NEW,BANDUNG,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
20/10/2024,2024/03/31,SHOPEE,ELECTRONICS,BLUETOOTH SPEAKER,1,PAYDAY SALE,DISC15,15.0,151802,18000,0,COD,RETURNING,SURABAYA,IN STOCK,BATAL,5,NO,NO,LOW,VALID
11-11-2024,16/11/2024,TOKOPEDIA,HOME LIVING,BLENDER,3,FLASH SALE,DISC10,10.0,151174,25000,1360568,E-WALLET,NEW,YOGYAKARTA,LOW STOCK,COMPLETED,5,N,YES,HIGH,VALID
10-04-2024,2024/10/08,TIKTOK SHOP,SPORTS,CYCLING GLOVES,3,MEGA CAMPAIGN,DISC20,20.0,145749,9000,582996,E-WALLET,VIP,BEKASI,IN STOCK,COMPLETED,3,NO,NO,MEDIUM,VALID
24/07/2024,2024/07/28,SHOPEE,HOME LIVING,STORAGE BOX,2,FLASH SALE,DISC10,10.0,88333,18000,794999,CREDIT CARD,NEW,YOGYAKARTA,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024-06-01,06-05-2024,LAZADA,SPORTS,CYCLING GLOVES,1,NORMAL DAY,NONE,0.0,0,18000,652001,COD,RETURNING,MEDAN,LOW STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
04-19-2024,2024/04/21,LAZADA,BEAUTY,LIP TINT,4,MEGA CAMPAIGN,DISC20,20.0,165514,18000,662054,CREDIT CARD,RETURNING,MEDAN,IN STOCK,ON DELIVERY,5,N,NO,MEDIUM,VALID
2024/02/05,13/02/2024,TIKTOK SHOP,SPORTS,RUNNING SHOES,6,MEGA CAMPAIGN,DISC20,20.0,430925,12000,1723699,COD,NEW,MEDAN,IN STOCK,COMPLETED,4,PRIORITY,YES,HIGH,VALID
2024-04-07,2024/04/08,TIKTOK SHOP,FASHION,HOODIE,1,NORMAL DAY,NONE,0.0,0,0,559491,E-WALLET,RETURNING,JAKARTA,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-02-23,2024/03/31,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,8,MEGA CAMPAIGN,DISC20,20.0,1027446,25000,0,TRANSFER BANK,NEW,YOGYAKARTA,LOW STOCK,CANCELLED,5,NO,NO,LOW,INVALID
2024-09-13,15/09/2024,BLIBLI,BEAUTY,SKINCARE SERUM,5,FLASH SALE,DISC10,10.0,86258,15000,776317,VIRTUAL ACCOUNT,NEW,BANDUNG,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
02-11-2024,2024-02-15,TOKOPEDIA,FASHION,WOMEN DRESS,4,CLEARANCE,CLEAR30,30.0,426475,20000,995109,COD,RETURNING,JAKARTA,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024/08/01,08-05-2024,TIKTOK SHOP,ELECTRONICS,WIRELESS EARBUDS,2,NORMAL DAY,NONE,0.0,0,9000,1778496,E-WALLET,RETURNING,SEMARANG,PREORDER,COMPLETED,5,N,YES,HIGH,VALID
07-04-2024,07-08-2024,TOKOPEDIA,HOME LIVING,VACUUM CLEANER,4,FLASH SALE,DISC10,10.0,71339,0,642053,COD,NEW,BANDUNG,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-07-24,08-03-2024,LAZADA,ELECTRONICS,POWER BANK,2,MEGA CAMPAIGN,DISC20,20.0,324313,20000,1297251,VIRTUAL ACCOUNT,RETURNING,MEDAN,IN STOCK,COMPLETED,4,PRIORITY,YES,HIGH,VALID
2024/01/11,01-15-2024,TIKTOK SHOP,ELECTRONICS,PHONE CHARGER,1,NORMAL DAY,NONE,0.0,0,20000,2256831,VIRTUAL ACCOUNT,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024-11-22,11-27-2024,BLIBLI,SPORTS,YOGA MAT,3,MEGA CAMPAIGN,DISC20,20.0,171462,15000,685848,VIRTUAL ACCOUNT,NEW,BANDUNG,PREORDER,COMPLETED,5,Y,NO,MEDIUM,VALID
29/03/2024,2024/03/31,BLIBLI,SPORTS,RUNNING SHOES,3,FLASH SALE,DISC10,0.0,173663,9000,1562968,COD,NEW,SURABAYA,IN STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
2024/10/02,10-04-2024,SHOPEE,ELECTRONICS,BLUETOOTH SPEAKER,1,MEGA CAMPAIGN,DISC20,20.0,442456,20000,1769822,COD,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,Y,YES,HIGH,VALID
09-16-2024,2024-09-18,LAZADA,ELECTRONICS,BLUETOOTH SPEAKER,1,FLASH SALE,DISC10,10.0,203905,15000,1835146,COD,NEW,YOGYAKARTA,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
01/07/2024,07-05-2024,LAZADA,HOME LIVING,STORAGE BOX,1,FLASH SALE,DISC10,10.0,33501,9000,301512,VIRTUAL ACCOUNT,VIP,YOGYAKARTA,LOW STOCK,COMPLETED,5,PRIORITY,NO,LOW,VALID
2024/01/22,2024/01/26,TOKOPEDIA,ELECTRONICS,PHONE CHARGER,1,NORMAL DAY,NONE,0.0,0,15000,608160,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
2024/06/26,2024/06/28,BLIBLI,HOME LIVING,BLENDER,4,MEGA CAMPAIGN,DISC20,20.0,503202,12000,2012810,CREDIT CARD,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024/07/21,27/07/2024,BLIBLI,BEAUTY,SKINCARE SERUM,3,PAYDAY SALE,DISC15,15.0,81360,15000,461043,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
12/03/2024,2024/03/31,LAZADA,SPORTS,CYCLING GLOVES,1,NORMAL DAY,NONE,0.0,0,9000,0,E-WALLET,RETURNING,SEMARANG,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
01/07/2024,2024-07-04,BLIBLI,HOME LIVING,STORAGE BOX,5,PAYDAY SALE,DISC15,0.0,RP 396.697,9000,2247948,COD,RETURNING,BANDUNG,IN STOCK,SHIPPED,5,N,YES,HIGH,VALID
01-15-2024,2024/01/22,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,1,NORMAL DAY,NONE,0.0,0,0,88465,TRANSFER BANK,NEW,YOGYAKARTA,LOW STOCK,COMPLETED,3,NO,NO,LOW,VALID
2024-03-03,2024/03/31,SHOPEE,ELECTRONICS,PHONE CHARGER,2,NORMAL DAY,NONE,0.0,0,25000,0,COD,RETURNING,MEDAN,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
2024/09/09,2024-09-12,LAZADA,BEAUTY,FACE WASH,2,MEGA CAMPAIGN,DISC20,20.0,105518,20000,422074,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,COMPLETED,5,PRIORITY,NO,LOW,VALID
22/05/2024,2024/03/31,BLIBLI,SPORTS,CYCLING GLOVES,3,FLASH SALE,DISC10,10.0,151676,0,0,COD,RETURNING,MAKASSAR,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
2024/11/25,2024-12-02,TOKOPEDIA,ELECTRONICS,PHONE CHARGER,5,NORMAL DAY,NONE,0.0,0,18000,2116910,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024-07-20,21/07/2024,SHOPEE,FASHION,HOODIE,3,NORMAL DAY,NONE,0.0,0,0,1665867,CREDIT CARD,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,5,N,YES,HIGH,VALID
15/12/2024,17/12/2024,TIKTOK SHOP,FASHION,HOODIE,1,PAYDAY SALE,DISC15,15.0,47440,9000,268829,E WALLET,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
10/10/2024,2024/03/31,SHOPEE,FASHION,MEN T-SHIRT,1,PAYDAY SALE,NONE,15.0,32829,15000,186028,COD,VIP,BANDUNG,IN STOCK,COMPLETED,3,NO,NO,LOW,VALID
06-27-2024,2024/06/29,BLIBLI,BEAUTY,SKINCARE SERUM,3,PAYDAY SALE,DISC15,15.0,78525,12000,444978,CREDIT CARD,NEW,BEKASI,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
24/12/2024,2024/12/31,SHOPEE,BEAUTY,SUNSCREEN,1,FLASH SALE,DISC10,10.0,20696,20000,186260,VIRTUAL ACCOUNT,RETURNING,JAKARTA,PREORDER,COMPLETED,4,N,NO,LOW,VALID
05/09/2024,2024-09-07,TIKTOK SHOP,FASHION,MEN T-SHIRT,2,PAYDAY SALE,DISC15,15.0,76563,9000,433859,E-WALLET,RETURNING,BANDUNG,IN STOCK,SHIPPED,5,NO,NO,LOW,VALID
04-28-2024,05-04-2024,TOKOPEDIA,BEAUTY,SUNSCREEN,1,NORMAL DAY,NONE,0.0,0,25000,152381,COD,RETURNING,SURABAYA,IN STOCK,COMPLETED,3,NO,NO,LOW,VALID
2024/05/07,2024-05-10,TOKOPEDIA,SPORTS,YOGA MAT,1,NORMAL DAY,NONE,0.0,0,0,42823,COD,NEW,SEMARANG,PREORDER,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/08/20,27/08/2024,SHOPEE,HOME LIVING,RICE COOKER,1,PAYDAY SALE,DISC15,15.0,RP 134.929,25000,764595,E-WALLET,VIP,SURABAYA,LOW STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
05/06/2024,06-11-2024,TIKTOK SHOP,FASHION,SNEAKERS,3,PAYDAY SALE,DISC15,15.0,225688,15000,1278902,COD,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
29/09/2024,10-01-2024,TIKTOK SHOP,BEAUTY,BODY LOTION,3,FLASH SALE,DISC10,10.0,67899,20000,611094,UNKNOWN,VIP,BEKASI,IN STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
2024/05/13,2024-05-18,TOKOPEDIA,BEAUTY,BODY LOTION,2,FLASH SALE,DISC10,10.0,40956,18000,368606,E-WALLET,NEW,MEDAN,IN STOCK,SHIPPED,5,NORMAL,NO,LOW,VALID
04-18-2024,2024-04-24,LAZADA,SPORTS,CYCLING GLOVES,2,NORMAL DAY,NONE,0.0,0,18000,1218816,CREDIT CARD,NEW,BANDUNG,PREORDER,COMPLETED,4,NORMAL,YES,HIGH,VALID
2024-03-24,25/03/2024,BLIBLI,HOME LIVING,STORAGE BOX,1,PAYDAY SALE,DISC15,15.0,25096,25000,142214,COD,RETURNING,MEDAN,IN STOCK,ON DELIVERY,5,NO,NO,LOW,VALID
22/04/2024,04-26-2024,TOKOPEDIA,BEAUTY,BODY LOTION,2,CLEARANCE,CLEAR30,30.0,173015,25000,403703,UNKNOWN,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/01/15,2024-01-21,LAZADA,HOME LIVING,RICE COOKER,1,NORMAL DAY,NONE,0.0,0,25000,773396,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
2024/04/30,2024/05/02,TIKTOK SHOP,FASHION,JEANS,4,NORMAL DAY,NONE,0.0,RP 0,20000,356044,TRANSFER BANK,RETURNING,MEDAN,LOW STOCK,COMPLETED,4,N,NO,LOW,VALID
13/10/2024,2024-10-23,TIKTOK SHOP,HOME LIVING,VACUUM CLEANER,2,MEGA CAMPAIGN,DISC20,20.0,455314,15000,1821256,COD,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
14/11/2024,2024/03/31,TOKOPEDIA,SPORTS,SKIPPING ROPE,4,MEGA CAMPAIGN,DISC20,0.0,288754,12000,1155014,TRANSFER BANK,RETURNING,SEMARANG,PREORDER,COMPLETED,4,YES,YES,HIGH,VALID
18/06/2024,2024-06-23,BLIBLI,FASHION,WOMEN DRESS,3,MEGA CAMPAIGN,DISC20,20.0,186028,25000,744113,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,5,Y,NO,MEDIUM,VALID
03-29-2024,2024/03/31,TIKTOK SHOP,ELECTRONICS,WIRELESS EARBUDS,1,PAYDAY SALE,DISC15,15.0,142363,0,0,TRANSFER BANK,RETURNING,BANDUNG,LOW STOCK,CANCELLED,5,N,NO,LOW,INVALID
08/01/2024,2024-01-14,TOKOPEDIA,BEAUTY,FACE WASH,6,FLASH SALE,DISC10,10.0,166223,9000,1496011,VIRTUAL ACCOUNT,VIP,SURABAYA,IN STOCK,COMPLETED,5,Y,YES,HIGH,VALID
06-21-2024,2024/03/31,LAZADA,FASHION,MEN T-SHIRT,5,NORMAL DAY,NONE,0.0,RP 0,25000,0,VIRTUAL ACCOUNT,NEW,JAKARTA,IN STOCK,CANCEL,5,NORMAL,NO,LOW,VALID
2024-07-04,08/07/2024,TIKTOK SHOP,BEAUTY,SUNSCREEN,3,FLASH SALE,DISC10,10.0,31298,12000,281683,CREDIT CARD,RETURNING,BANDUNG,IN STOCK,ON DELIVERY,5,NO,NO,LOW,VALID
03-31-2024,2024-04-07,BLIBLI,HOME LIVING,TABLE LAMP,3,FLASH SALE,DISC10,10.0,170263,15000,1532366,VIRTUAL ACCOUNT,NEW,JAKARTA,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
2024-06-10,2024/03/31,BLIBLI,BEAUTY,SUNSCREEN,2,CLEARANCE,CLEAR30,30.0,179878,25000,0,CREDIT CARD,RETURNING,JAKARTA,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
2024/11/16,2024/11/18,TOKOPEDIA,ELECTRONICS,PHONE CHARGER,1,MEGA CAMPAIGN,DISC20,20.0,138638,0,554551,E-WALLET,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,PRIORITY,NO,MEDIUM,VALID
2024-07-25,2024/07/31,LAZADA,ELECTRONICS,PHONE CHARGER,3,CLEARANCE,CLEAR30,30.0,368737,9000,860387,CREDIT CARD,NEW,JAKARTA,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
2024/01/05,2024-01-09,SHOPEE,FASHION,HOODIE,3,PAYDAY SALE,DISC15,15.0,198407,12000,1124308,UNKNOWN,RETURNING,BANDUNG,LOW STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
08/11/2024,2024/11/15,BLIBLI,FASHION,JEANS,5,NORMAL DAY,NONE,0.0,0,9000,493580,VIRTUAL ACCOUNT,NEW,BEKASI,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
04-29-2024,06/05/2024,SHOPEE,HOME LIVING,VACUUM CLEANER,1,FLASH SALE,DISC10,10.0,48848,9000,439637,VIRTUAL ACCOUNT,RETURNING,MEDAN,LOW STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
06/11/2024,10/11/2024,LAZADA,HOME LIVING,STORAGE BOX,4,FLASH SALE,DISC10,10.0,229882,9000,2068938,COD,NEW,MAKASSAR,IN STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
12-07-2024,2024-12-10,TOKOPEDIA,SPORTS,CYCLING GLOVES,3,NORMAL DAY,NONE,0.0,0,0,459852,E-WALLET,NEW,YOGYAKARTA,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
18/06/2024,2024/06/23,TIKTOK SHOP,ELECTRONICS,WIRELESS EARBUDS,4,NORMAL DAY,NONE,0.0,0,12000,2146828,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024-02-17,2024/03/31,BLIBLI,HOME LIVING,VACUUM CLEANER,5,PAYDAY SALE,DISC15,15.0,243261,12000,0,E WALLET,VIP,SURABAYA,IN STOCK,CANCELLED,5,PRIORITY,NO,LOW,INVALID
2024/06/18,06-23-2024,BLIBLI,HOME LIVING,BLENDER,5,NORMAL DAY,NONE,0.0,0,25000,628270,E-WALLET,RETURNING,MEDAN,IN STOCK,COMPLETED,3,NORMAL,NO,MEDIUM,VALID
04-12-2024,2024-04-17,BLIBLI,ELECTRONICS,PHONE CHARGER,1,NORMAL DAY,NONE,0.0,0,0,719137,VIRTUAL ACCOUNT,RETURNING,BANDUNG,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-06-30,2024-07-06,TOKOPEDIA,SPORTS,YOGA MAT,3,FLASH SALE,DISC10,10.0,119232,18000,1073091,VIRTUAL ACCOUNT,RETURNING,JAKARTA,LOW STOCK,COMPLETED,3,N,YES,HIGH,VALID
2024-02-10,15/02/2024,BLIBLI,HOME LIVING,VACUUM CLEANER,2,NORMAL DAY,NONE,0.0,0,15000,927534,E-WALLET,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
2024-07-23,2024/07/30,SHOPEE,SPORTS,YOGA MAT,3,FLASH SALE,DISC10,10.0,234542,20000,2110882,CREDIT CARD,RETURNING,BANDUNG,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024/12/08,12-15-2024,LAZADA,SPORTS,RUNNING SHOES,6,NORMAL DAY,NONE,0.0,RP 0,15000,1349802,E-WALLET,NEW,BANDUNG,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024-03-16,17/03/2024,TIKTOK SHOP,FASHION,SNEAKERS,6,PAYDAY SALE,DISC15,15.0,158217,25000,896565,TRANSFER BANK,RETURNING,MEDAN,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
06-16-2024,2024-06-21,TIKTOK SHOP,BEAUTY,BODY LOTION,1,NORMAL DAY,NONE,0.0,0,0,284546,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024-11-26,28/11/2024,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,1,NORMAL DAY,NONE,0.0,0,0,243765,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,PREORDER,COMPLETED,4,N,NO,LOW,VALID
2024-02-05,02-12-2024,TIKTOK SHOP,FASHION,SNEAKERS,3,FLASH SALE,DISC10,10.0,157291,15000,1415621,TRANSFER BANK,NEW,SEMARANG,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
2024-08-13,18/08/2024,SHOPEE,HOME LIVING,STORAGE BOX,3,CLEARANCE,CLEAR30,30.0,400903,9000,935441,TRANSFER BANK,VIP,SURABAYA,IN STOCK,COMPLETED,5,PRIORITY,NO,MEDIUM,VALID
05-15-2024,2024/05/17,TIKTOK SHOP,HOME LIVING,VACUUM CLEANER,1,MEGA CAMPAIGN,DISC20,20.0,76781,12000,307122,COD,VIP,SURABAYA,IN STOCK,COMPLETED,5,PRIORITY,NO,LOW,VALID
2024/02/17,2024-02-24,TIKTOK SHOP,BEAUTY,FACE WASH,3,FLASH SALE,DISC10,10.0,99676,0,897089,COD,NEW,MAKASSAR,LOW STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024/01/13,2024/03/31,TIKTOK SHOP,FASHION,HOODIE,3,NORMAL DAY,NONE,0.0,0,12000,0,TRANSFER BANK,NEW,BANDUNG,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
27/11/2024,2024/03/31,BLIBLI,ELECTRONICS,POWER BANK,6,PAYDAY SALE,DISC15,15.0,992740,18000,0,CREDIT CARD,NEW,BEKASI,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
14/04/2024,2024-04-20,TOKOPEDIA,FASHION,WOMEN DRESS,4,NORMAL DAY,NONE,0.0,0,12000,1095072,VA,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
08-21-2024,2024/03/31,BLIBLI,SPORTS,SKIPPING ROPE,3,MEGA CAMPAIGN,DISC20,20.0,63814,20000,255257,CREDIT CARD,RETURNING,BEKASI,LOW STOCK,COMPLETED,5,Y,NO,LOW,VALID
2024/02/09,10/02/2024,TOKOPEDIA,BEAUTY,SUNSCREEN,3,NORMAL DAY,NONE,0.0,0,18000,529602,TRANSFER BANK,RETURNING,SURABAYA,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
2024/03/31,2024-04-01,TOKOPEDIA,BEAUTY,FACE WASH,3,NORMAL DAY,NONE,0.0,0,18000,1024287,COD,NEW,SURABAYA,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
18/01/2024,01-19-2024,BLIBLI,BEAUTY,FACE WASH,3,NORMAL DAY,NONE,0.0,0,0,296349,TRANSFER BANK,NEW,BANDUNG,IN STOCK,ON DELIVERY,5,N,NO,LOW,VALID
2024-03-30,04-03-2024,BLIBLI,ELECTRONICS,SMARTWATCH,1,PAYDAY SALE,DISC15,15.0,128750,18000,729582,E-WALLET,RETURNING,SEMARANG,LOW STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024/08/17,21/08/2024,TOKOPEDIA,HOME LIVING,STORAGE BOX,3,FLASH SALE,DISC10,10.0,89637,18000,806736,CREDIT CARD,NEW,BEKASI,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
26/07/2024,28/07/2024,SHOPEE,SPORTS,RUNNING SHOES,2,NORMAL DAY,NONE,0.0,0,20000,1520666,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
07-08-2024,2024/07/14,LAZADA,BEAUTY,SKINCARE SERUM,2,FLASH SALE,DISC10,10.0,25555,0,229991,TRANSFER BANK,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
09/10/2024,10-12-2024,SHOPEE,BEAUTY,FACE WASH,6,NORMAL DAY,NONE,0.0,0,20000,1161126,E-WALLET,RETURNING,YOGYAKARTA,LOW STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
04/03/2024,03-06-2024,TIKTOK SHOP,BEAUTY,SKINCARE SERUM,1,NORMAL DAY,NONE,0.0,0,9000,98329,CREDIT CARD,VIP,MAKASSAR,IN STOCK,COMPLETED,5,Y,NO,LOW,VALID
03-16-2024,2024/03/31,SHOPEE,SPORTS,DUMBBELL 5KG,2,FLASH SALE,DISC10,10.0,155752,20000,0,CREDIT CARD,NEW,YOGYAKARTA,IN STOCK,CANCEL,5,NO,NO,LOW,VALID
24/08/2024,2024-09-02,LAZADA,HOME LIVING,BLENDER,2,MEGA CAMPAIGN,DISC20,20.0,361196,9000,1444784,COD,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,YES,YES,HIGH,VALID
11/01/2024,2024-01-18,SHOPEE,FASHION,HOODIE,5,PAYDAY SALE,DISC15,15.0,87826,20000,497684,CREDIT CARD,NEW,YOGYAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024-03-22,2024-03-27,TOKOPEDIA,SPORTS,RUNNING SHOES,1,NORMAL DAY,NONE,0.0,0,0,601988,E-WALLET,RETURNING,MAKASSAR,IN STOCK,SHIPPED,5,NORMAL,NO,MEDIUM,VALID
2024-05-01,2024-05-03,TOKOPEDIA,BEAUTY,SUNSCREEN,3,PAYDAY SALE,DISC15,15.0,90472,12000,512675,CREDIT CARD,NEW,MAKASSAR,IN STOCK,COMPLETED,3,NO,NO,MEDIUM,VALID
2024-06-16,2024/03/31,BLIBLI,HOME LIVING,STORAGE BOX,2,NORMAL DAY,NONE,0.0,0,15000,0,TRANSFER BANK,RETURNING,SEMARANG,IN STOCK,BATAL,5,NORMAL,NO,LOW,VALID
2024-11-19,21/11/2024,TIKTOK SHOP,ELECTRONICS,SMARTWATCH,2,MEGA CAMPAIGN,DISC20,20.0,333084,18000,1332338,VIRTUAL ACCOUNT,NEW,SURABAYA,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
24/04/2024,04-28-2024,LAZADA,BEAUTY,BODY LOTION,2,FLASH SALE,DISC10,10.0,55330,20000,497968,CREDIT CARD,RETURNING,BEKASI,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024-07-12,2024/03/31,SHOPEE,FASHION,JEANS,5,PAYDAY SALE,DISC15,15.0,54532,15000,0,TRANSFER BANK,NEW,SEMARANG,IN STOCK,BATAL,5,N,NO,LOW,VALID
05-06-2024,2024/05/10,TIKTOK SHOP,SPORTS,SKIPPING ROPE,3,NORMAL DAY,NONE,0.0,0,20000,2147097,CREDIT CARD,VIP,SURABAYA,LOW STOCK,COMPLETED,4,YES,YES,HIGH,VALID
2024-03-10,14/03/2024,TIKTOK SHOP,HOME LIVING,VACUUM CLEANER,5,MEGA CAMPAIGN,DISC20,20.0,358857,0,1435428,COD,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
27/02/2024,2024/03/02,LAZADA,BEAUTY,SKINCARE SERUM,4,FLASH SALE,DISC10,10.0,16864,9000,151772,E-WALLET,VIP,SURABAYA,IN STOCK,COMPLETED,5,YES,NO,LOW,VALID
2024-11-19,21/11/2024,TIKTOK SHOP,ELECTRONICS,SMARTWATCH,2,MEGA CAMPAIGN,DISC20,20.0,333084,18000,1332338,VIRTUAL ACCOUNT,NEW,SURABAYA,IN STOCK,COMPLETED,5,YES,YES,HIGH,VALID
14/04/2024,21/04/2024,SHOPEE,BEAUTY,SKINCARE SERUM,3,FLASH SALE,DISC10,10.0,29585,12000,266266,E-WALLET,RETURNING,MEDAN,IN STOCK,COMPLETED,4,N,NO,LOW,VALID
09/12/2024,2024/03/31,SHOPEE,FASHION,HOODIE,2,PAYDAY SALE,DISC15,15.0,56867,20000,0,E-WALLET,RETURNING,JAKARTA,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
09/04/2024,13/04/2024,TOKOPEDIA,FASHION,HOODIE,3,PAYDAY SALE,DISC15,15.0,263302,25000,1492046,TRANSFER BANK,NEW,YOGYAKARTA,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
30/06/2024,2024-07-02,SHOPEE,HOME LIVING,TABLE LAMP,2,FLASH SALE,DISC10,10.0,228353,25000,2055179,E-WALLET,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024-05-15,16/05/2024,TOKOPEDIA,SPORTS,DUMBBELL 5KG,1,NORMAL DAY,NONE,0.0,0,25000,81311,CREDIT CARD,RETURNING,MAKASSAR,LOW STOCK,SHIPPED,5,N,NO,LOW,VALID
2024-04-15,2024-04-22,TOKOPEDIA,HOME LIVING,RICE COOKER,1,FLASH SALE,DISC10,10.0,9830,0,88467,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,COMPLETED,3,NO,NO,LOW,VALID
2024-01-11,2024/03/31,TOKOPEDIA,SPORTS,RUNNING SHOES,2,MEGA CAMPAIGN,DISC20,20.0,272361,20000,0,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,IN STOCK,CANCELLED,5,PRIORITY,NO,LOW,INVALID
2024-10-14,10-21-2024,BLIBLI,ELECTRONICS,SMARTWATCH,1,NORMAL DAY,NONE,0.0,0,9000,511921,COD,RETURNING,BEKASI,IN STOCK,COMPLETED,3,N,NO,MEDIUM,VALID
08-29-2024,2024-09-05,LAZADA,HOME LIVING,RICE COOKER,1,FLASH SALE,DISC10,0.0,38580,0,347218,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
